Annee;Diplôme;Numéro de l'établissement;Etablissement;Code de l'académie;Académie;Code du domaine;Domaine;Code de la discipline;Discipline;situation;Taux d'insertion;% emplois stables;% emplois à  temps plein;Salaire brut annuel estimé;% de diplômés boursiers;% emplois cadre;% emplois extérieurs à  la région de l'université;% femmes;cle_ETAB;cle_DISC
2010;MASTER LMD;0860856N;Poitiers;A13;Poitiers;DEG;Droit, économie et gestion;disc02;Droit;30 mois après le diplôme;93;84;90;27400;30.00;64;47;nd;Poitiers_30;disc02_30
2012;MASTER LMD;0511296G;Reims - Champagne Ardenne;A19;Reims;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;88;55;92;25000;42.00;64;47;66;Reims - Champagne Ardenne_30;disc07_30
2012;MASTER LMD;0511296G;Reims - Champagne Ardenne;A19;Reims;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;18 mois après le diplôme;85;39;80;23400;42.00;64;47;66;Reims - Champagne Ardenne_18;disc07_18
2010;MASTER LMD;0511296G;Reims - Champagne Ardenne;A19;Reims;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;88;54;78;25000;43.00;64;47;nd;Reims - Champagne Ardenne_30;disc07_30
2010;MASTER LMD;0350936C;Rennes 1;A14;Rennes;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;30 mois après le diplôme;91;89;98;32100;29.00;64;47;nd;Rennes 1_30;disc14_30
2010;MASTER LMD;0350937D;Rennes 2 - Haute Bretagne;A14;Rennes;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;30 mois après le diplôme;82;52;89;25500;36.00;64;47;nd;Rennes 2 - Haute Bretagne_30;disc11_30
2010;MASTER LMD;0421095M;Saint-Etienne - Jean Monnet;A10;Lyon;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;30 mois après le diplôme;94;70;95;26800;33.00;64;47;nd;Saint-Etienne - Jean Monnet_30;disc05_30
2011;MASTER ENS;0421095M;Saint-Etienne - Jean Monnet;A10;Lyon;MEEF;Masters enseignement;disc18;Masters enseignement;30 mois après le diplôme;100;88;95;29400;31.00;64;47;55;Saint-Etienne - Jean Monnet_30;disc18_30
2013;LICENCE PRO;0421095M;Saint-Etienne - Jean Monnet;A10;Lyon;DEG;Droit, économie et gestion;disc04;Gestion;30 mois après le diplôme;97;83;97;25100;14.00;64;47;61;Saint-Etienne - Jean Monnet_30;disc04_30
2014;LICENCE PRO;0421095M;Saint-Etienne - Jean Monnet;A10;Lyon;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;18 mois après le diplôme;96;79;100;25000;12.00;64;47;20;Saint-Etienne - Jean Monnet_18;disc15_18
2014;LICENCE PRO;0421095M;Saint-Etienne - Jean Monnet;A10;Lyon;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;30 mois après le diplôme;97;88;100;26700;12.00;64;47;20;Saint-Etienne - Jean Monnet_30;disc15_30
2013;LICENCE PRO;0421095M;Saint-Etienne - Jean Monnet;A10;Lyon;DEG;Droit, économie et gestion;disc04;Gestion;18 mois après le diplôme;97;71;96;23600;14.00;64;47;61;Saint-Etienne - Jean Monnet_18;disc04_18
2011;MASTER LMD;0673021V;Strasbourg;A15;Strasbourg;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;30 mois après le diplôme;81;65;94;25600;25.00;64;47;56;Strasbourg_30;disc13_30
2014;MASTER LMD;0830766G;Toulon - Sud Toulon Var;A23;Nice;SHS;Sciences humaines et sociales;disc10;Information communication;18 mois après le diplôme;79;77;93;28100;35.00;64;47;32;Toulon - Sud Toulon Var_18;disc10_18
2014;MASTER LMD;0830766G;Toulon - Sud Toulon Var;A23;Nice;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;18 mois après le diplôme;79;77;93;28100;35.00;64;47;32;Toulon - Sud Toulon Var_18;disc07_18
2014;MASTER LMD;0830766G;Toulon - Sud Toulon Var;A23;Nice;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;87;90;97;28400;35.00;64;47;32;Toulon - Sud Toulon Var_30;disc07_30
2014;MASTER LMD;0830766G;Toulon - Sud Toulon Var;A23;Nice;SHS;Sciences humaines et sociales;disc10;Information communication;30 mois après le diplôme;87;90;97;28400;35.00;64;47;32;Toulon - Sud Toulon Var_30;disc10_30
2014;LICENCE PRO;0830766G;Toulon - Sud Toulon Var;A23;Nice;DEG;Droit, économie et gestion;disc04;Gestion;30 mois après le diplôme;93;73;98;25400;24.00;64;47;73;Toulon - Sud Toulon Var_30;disc04_30
2014;LICENCE PRO;0830766G;Toulon - Sud Toulon Var;A23;Nice;DEG;Droit, économie et gestion;disc04;Gestion;18 mois après le diplôme;88;60;96;22600;24.00;64;47;73;Toulon - Sud Toulon Var_18;disc04_18
2011;MASTER LMD;0370800U;Tours - François Rabelais;A18;Orléans-Tours;DEG;Droit, économie et gestion;disc04;Gestion;30 mois après le diplôme;87;80;97;32000;33.00;64;47;56;Tours - François Rabelais_30;disc04_30
2010;MASTER LMD;0490970N;Angers;A17;Nantes;DEG;Droit, économie et gestion;disc04;Gestion;30 mois après le diplôme;94;88;98;32000;33.00;64;47;nd;Angers_30;disc04_30
2012;MASTER ENS;0490970N;Angers;A17;Nantes;MEEF;Masters enseignement;disc18;Masters enseignement;18 mois après le diplôme;99;81;86;26200;52.00;64;47;86;Angers_18;disc18_18
2012;MASTER ENS;0490970N;Angers;A17;Nantes;MEEF;Masters enseignement;disc18;Masters enseignement;30 mois après le diplôme;97;86;93;26500;52.00;64;47;86;Angers_30;disc18_30
2013;LICENCE PRO;0623957P;Artois;A09;Lille;DEG;Droit, économie et gestion;disc04;Gestion;18 mois après le diplôme;94;75;91;21800;27.00;64;47;52;Artois_18;disc04_18
2013;LICENCE PRO;0623957P;Artois;A09;Lille;DEG;Droit, économie et gestion;disc04;Gestion;30 mois après le diplôme;91;84;98;23300;27.00;64;47;52;Artois_30;disc04_30
2012;MASTER LMD;0251215K;Besançon - Franche-Comté;A03;Besançon;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;18 mois après le diplôme;74;40;72;23400;32.00;64;47;63;Besançon - Franche-Comté_18;disc07_18
2012;MASTER LMD;0251215K;Besançon - Franche-Comté;A03;Besançon;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;88;61;75;25700;32.00;64;47;63;Besançon - Franche-Comté_30;disc07_30
2013;LICENCE PRO;0730858L;Chambéry - Savoie;A08;Grenoble;STS;Sciences, technologies et santé;disc16;Informatique;18 mois après le diplôme;91;90;98;25700;8.00;64;47;5;Chambéry - Savoie_18;disc16_18
2013;LICENCE PRO;0730858L;Chambéry - Savoie;A08;Grenoble;STS;Sciences, technologies et santé;disc16;Informatique;30 mois après le diplôme;97;94;97;31200;8.00;64;47;5;Chambéry - Savoie_30;disc16_30
2013;MASTER LMD;0631525R;Clermont-Ferrand 2 - Blaise Pascal;A06;Clermont-Ferrand;DEG;Droit, économie et gestion;disc03;Economie;18 mois après le diplôme;86;66;98;24700;35.00;64;47;69;Clermont-Ferrand 2 - Blaise Pascal_18;disc03_18
2013;MASTER LMD;0631525R;Clermont-Ferrand 2 - Blaise Pascal;A06;Clermont-Ferrand;DEG;Droit, économie et gestion;disc03;Economie;30 mois après le diplôme;88;82;97;24600;35.00;63;47;69;Clermont-Ferrand 2 - Blaise Pascal_30;disc03_30
2013;MASTER ENS;0383493R;Grenoble Alpes;A08;Grenoble;MEEF;Masters enseignement;disc18;Masters enseignement;30 mois après le diplôme;94;95;95;26300;;63;47;85;Grenoble Alpes_30;disc18_30
2013;MASTER ENS;0383493R;Grenoble Alpes;A08;Grenoble;MEEF;Masters enseignement;disc18;Masters enseignement;18 mois après le diplôme;91;98;97;26000;;63;47;85;Grenoble Alpes_18;disc18_18
2014;MASTER LMD;0171463Y;La Rochelle;A13;Poitiers;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;90;81;98;28100;51.00;63;47;62;La Rochelle_30;disc01_30
2014;MASTER LMD;0171463Y;La Rochelle;A13;Poitiers;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;90;71;96;26800;51.00;63;47;62;La Rochelle_18;disc01_18
2014;MASTER LMD;0593559Y;Lille 1 - Sciences technologies;A09;Lille;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;30 mois après le diplôme;87;53;95;25700;24.00;63;47;62;Lille 1 - Sciences technologies_30;disc13_30
2014;MASTER LMD;0593559Y;Lille 1 - Sciences technologies;A09;Lille;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;18 mois après le diplôme;73;35;96;23400;24.00;63;47;62;Lille 1 - Sciences technologies_18;disc13_18
2014;MASTER LMD;0593559Y;Lille 1 - Sciences technologies;A09;Lille;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;30 mois après le diplôme;90;69;98;32400;24.00;63;47;44;Lille 1 - Sciences technologies_30;disc14_30
2014;MASTER LMD;0593559Y;Lille 1 - Sciences technologies;A09;Lille;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;18 mois après le diplôme;85;47;95;31200;24.00;63;47;44;Lille 1 - Sciences technologies_18;disc14_18
2013;LICENCE PRO;0593559Y;Lille 1 - Sciences technologies;A09;Lille;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;18 mois après le diplôme;90;55;93;24600;26.00;63;47;41;Lille 1 - Sciences technologies_18;disc15_18
2013;LICENCE PRO;0593559Y;Lille 1 - Sciences technologies;A09;Lille;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;30 mois après le diplôme;94;74;94;26200;26.00;63;47;41;Lille 1 - Sciences technologies_30;disc15_30
2014;LICENCE PRO;0595964M;Littoral - Côte d'Opale;A09;Lille;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;30 mois après le diplôme;94;84;94;21600;33.00;63;47;17;Littoral - Côte d'Opale_30;disc12_30
2014;LICENCE PRO;0595964M;Littoral - Côte d'Opale;A09;Lille;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;18 mois après le diplôme;90;71;97;24200;33.00;63;47;17;Littoral - Côte d'Opale_18;disc12_18
2013;MASTER LMD;0691774D;Lyon 1 - Claude Bernard;A10;Lyon;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;30 mois après le diplôme;87;90;98;32800;22.00;63;47;26;Lyon 1 - Claude Bernard_30;disc15_30
2013;MASTER LMD;0691774D;Lyon 1 - Claude Bernard;A10;Lyon;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;18 mois après le diplôme;84;84;96;31300;22.00;63;47;26;Lyon 1 - Claude Bernard_18;disc15_18
2014;LICENCE PRO;0691774D;Lyon 1 - Claude Bernard;A10;Lyon;DEG;Droit, économie et gestion;disc04;Gestion;18 mois après le diplôme;94;70;97;24200;7.00;63;47;36;Lyon 1 - Claude Bernard_18;disc04_18
2014;LICENCE PRO;0691774D;Lyon 1 - Claude Bernard;A10;Lyon;DEG;Droit, économie et gestion;disc04;Gestion;30 mois après le diplôme;100;83;96;26900;7.00;63;47;36;Lyon 1 - Claude Bernard_30;disc04_30
2011;MASTER LMD;0341089Z;Montpellier 3 - Paul-Valéry;A11;Montpellier;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;30 mois après le diplôme;83;50;74;23700;49.00;63;47;80;Montpellier 3 - Paul-Valéry_30;disc06_30
2012;MASTER LMD;0350936C;Rennes 1;A14;Rennes;STS;Sciences, technologies et santé;disc16;Informatique;18 mois après le diplôme;99;97;100;29300;28.00;63;47;8;Rennes 1_18;disc16_18
2012;MASTER LMD;0350936C;Rennes 1;A14;Rennes;STS;Sciences, technologies et santé;disc16;Informatique;30 mois après le diplôme;91;97;100;30900;28.00;63;47;8;Rennes 1_30;disc16_30
2011;MASTER LMD;0350936C;Rennes 1;A14;Rennes;DEG;Droit, économie et gestion;disc03;Economie;30 mois après le diplôme;87;67;95;28500;24.00;63;47;61;Rennes 1_30;disc03_30
2013;MASTER LMD;0593279U;Valenciennes - Hainaut-Cambrésis;A09;Lille;DEG;Droit, économie et gestion;disc04;Gestion;30 mois après le diplôme;100;87;100;29100;27.00;63;47;59;Valenciennes - Hainaut-Cambrésis_30;disc04_30
2013;MASTER LMD;0593279U;Valenciennes - Hainaut-Cambrésis;A09;Lille;DEG;Droit, économie et gestion;disc04;Gestion;18 mois après le diplôme;97;75;100;25700;27.00;63;47;59;Valenciennes - Hainaut-Cambrésis_18;disc04_18
2014;MASTER LMD;0781944P;Versailles Saint-Quentin-en-Yvelines;A25;Versailles;DEG;Droit, économie et gestion;disc03;Economie;18 mois après le diplôme;85;60;96;30300;8.00;63;47;54;Versailles Saint-Quentin-en-Yvelines_18;disc03_18
2014;MASTER LMD;0781944P;Versailles Saint-Quentin-en-Yvelines;A25;Versailles;DEG;Droit, économie et gestion;disc03;Economie;30 mois après le diplôme;94;68;100;31200;8.00;63;47;54;Versailles Saint-Quentin-en-Yvelines_30;disc03_30
2011;MASTER LMD;0134009M;Aix-Marseille;A02;Aix-Marseille;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;30 mois après le diplôme;90;84;97;31900;29.00;63;47;51;Aix-Marseille_30;disc15_30
2011;MASTER LMD;0623957P;Artois;A09;Lille;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;84;85;95;28300;37.00;63;47;64;Artois_30;disc01_30
2011;MASTER LMD;0251215K;Besançon - Franche-Comté;A03;Besançon;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;30 mois après le diplôme;94;77;95;29100;33.00;63;47;37;Besançon - Franche-Comté_30;disc17_30
2013;MASTER ENS;0141408E;Caen - Basse-Normandie;A05;Caen;MEEF;Masters enseignement;disc18;Masters enseignement;18 mois après le diplôme;93;83;90;26200;;63;47;86;Caen - Basse-Normandie_18;disc18_18
2013;MASTER ENS;0141408E;Caen - Basse-Normandie;A05;Caen;MEEF;Masters enseignement;disc18;Masters enseignement;30 mois après le diplôme;96;86;88;26500;;63;47;86;Caen - Basse-Normandie_30;disc18_30
2010;MASTER LMD;0381839T;Grenoble 2 - Pierre Mendès France;A08;Grenoble;DEG;Droit, économie et gestion;disc02;Droit;30 mois après le diplôme;83;59;90;26500;28.00;63;47;nd;Grenoble 2 - Pierre Mendès France_30;disc02_30
2013;MASTER LMD;0383493R;Grenoble Alpes;A08;Grenoble;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;30 mois après le diplôme;83;81;98;30400;31.00;63;47;45;Grenoble Alpes_30;disc13_30
2013;MASTER LMD;0383493R;Grenoble Alpes;A08;Grenoble;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;18 mois après le diplôme;75;53;96;26900;31.00;63;47;45;Grenoble Alpes_18;disc13_18
2011;MASTER ENS;0171463Y;La Rochelle;A13;Poitiers;MEEF;Masters enseignement;disc19;Masters enseignement : premier degré;30 mois après le diplôme;99;91;97;25700;43.00;63;47;89;La Rochelle_30;disc19_30
2013;MASTER LMD;0762762P;Le Havre;A21;Rouen;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;84;47;96;26600;35.00;63;47;58;Le Havre_18;disc01_18
2013;MASTER LMD;0762762P;Le Havre;A21;Rouen;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;87;62;98;30000;35.00;63;47;58;Le Havre_30;disc01_30
2014;LICENCE PRO;0593559Y;Lille 1 - Sciences technologies;A09;Lille;DEG;Droit, économie et gestion;disc04;Gestion;30 mois après le diplôme;97;81;91;24400;19.00;63;47;59;Lille 1 - Sciences technologies_30;disc04_30
2014;LICENCE PRO;0593559Y;Lille 1 - Sciences technologies;A09;Lille;DEG;Droit, économie et gestion;disc04;Gestion;18 mois après le diplôme;90;72;94;24200;19.00;63;47;59;Lille 1 - Sciences technologies_18;disc04_18
2014;LICENCE PRO;0870669E;Limoges;A22;Limoges;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;99;82;98;25400;21.00;63;47;68;Limoges_30;disc01_30
2014;LICENCE PRO;0870669E;Limoges;A22;Limoges;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;99;69;97;25400;21.00;63;47;68;Limoges_18;disc01_18
2012;MASTER LMD;0341089Z;Montpellier 3 - Paul-Valéry;A11;Montpellier;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;30 mois après le diplôme;84;58;78;23900;50.00;63;47;78;Montpellier 3 - Paul-Valéry_30;disc06_30
2012;MASTER LMD;0341089Z;Montpellier 3 - Paul-Valéry;A11;Montpellier;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;18 mois après le diplôme;89;55;72;22200;50.00;63;46;78;Montpellier 3 - Paul-Valéry_18;disc06_18
2014;MASTER LMD;0681166Y;Mulhouse - Haute Alsace;A15;Strasbourg;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;93;83;97;28200;31.00;63;46;61;Mulhouse - Haute Alsace_30;disc01_30
2014;MASTER LMD;0681166Y;Mulhouse - Haute Alsace;A15;Strasbourg;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;91;63;95;27000;31.00;63;46;61;Mulhouse - Haute Alsace_18;disc01_18
2014;MASTER LMD;0751718K;Paris 2 - Panthéon Assas;A01;Paris;DEG;Droit, économie et gestion;disc04;Gestion;18 mois après le diplôme;83;68;96;33100;10.00;63;46;60;Paris 2 - Panthéon Assas_18;disc04_18
2014;MASTER LMD;0751718K;Paris 2 - Panthéon Assas;A01;Paris;DEG;Droit, économie et gestion;disc04;Gestion;30 mois après le diplôme;99;90;96;36100;10.00;63;46;60;Paris 2 - Panthéon Assas_30;disc04_30
2012;MASTER LMD;0751719L;Paris 3 - Sorbonne Nouvelle;A01;Paris;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;89;58;92;26500;26.00;63;46;78;Paris 3 - Sorbonne Nouvelle_30;disc07_30
2012;MASTER LMD;0751719L;Paris 3 - Sorbonne Nouvelle;A01;Paris;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;18 mois après le diplôme;80;44;89;25000;26.00;63;46;78;Paris 3 - Sorbonne Nouvelle_18;disc07_18
2014;MASTER LMD;0941111X;Paris-Est Créteil;A24;Créteil;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;18 mois après le diplôme;86;67;93;31900;23.00;63;46;42;Paris-Est Créteil_18;disc12_18
2014;MASTER LMD;0941111X;Paris-Est Créteil;A24;Créteil;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;30 mois après le diplôme;94;80;94;33800;23.00;63;46;42;Paris-Est Créteil_30;disc12_30
2012;MASTER LMD;0860856N;Poitiers;A13;Poitiers;DEG;Droit, économie et gestion;disc02;Droit;30 mois après le diplôme;90;68;95;25800;39.00;63;46;68;Poitiers_30;disc02_30
2012;MASTER LMD;0860856N;Poitiers;A13;Poitiers;DEG;Droit, économie et gestion;disc02;Droit;18 mois après le diplôme;83;52;90;25400;39.00;63;46;68;Poitiers_18;disc02_18
2012;MASTER LMD;0673021V;Strasbourg;A15;Strasbourg;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;30 mois après le diplôme;84;58;95;27600;23.00;63;46;55;Strasbourg_30;disc13_30
2012;MASTER LMD;0673021V;Strasbourg;A15;Strasbourg;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;18 mois après le diplôme;85;36;95;26900;23.00;63;46;55;Strasbourg_18;disc13_18
2013;MASTER LMD;0311384L;Toulouse 3 - Paul Sabatier;A16;Toulouse;STS;Sciences, technologies et santé;disc16;Informatique;30 mois après le diplôme;100;93;100;32400;40.00;63;46;11;Toulouse 3 - Paul Sabatier_30;disc16_30
2013;MASTER LMD;0311384L;Toulouse 3 - Paul Sabatier;A16;Toulouse;STS;Sciences, technologies et santé;disc16;Informatique;18 mois après le diplôme;99;93;100;31200;40.00;63;46;11;Toulouse 3 - Paul Sabatier_18;disc16_18
2014;MASTER LMD;0801344B;Amiens - Picardie Jules-Verne;A20;Amiens;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;30 mois après le diplôme;90;70;97;27800;33.00;63;46;47;Amiens - Picardie Jules-Verne_30;disc12_30
2014;MASTER LMD;0801344B;Amiens - Picardie Jules-Verne;A20;Amiens;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;18 mois après le diplôme;84;50;96;27100;33.00;63;46;47;Amiens - Picardie Jules-Verne_18;disc12_18
2014;LICENCE PRO;0490970N;Angers;A17;Nantes;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;18 mois après le diplôme;92;67;100;23400;21.00;63;46;17;Angers_18;disc15_18
2014;LICENCE PRO;0490970N;Angers;A17;Nantes;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;30 mois après le diplôme;99;86;99;25000;21.00;63;46;17;Angers_30;disc15_30
2013;MASTER LMD;0623957P;Artois;A09;Lille;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;30 mois après le diplôme;89;86;95;31200;38.00;63;46;22;Artois_30;disc12_30
2013;MASTER LMD;0623957P;Artois;A09;Lille;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;18 mois après le diplôme;93;69;95;29900;38.00;63;46;22;Artois_18;disc12_18
2011;MASTER LMD;0623957P;Artois;A09;Lille;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;30 mois après le diplôme;93;89;98;30400;37.00;63;46;20;Artois_30;disc12_30
2014;LICENCE PRO;0333298F;Bordeaux;A04;Bordeaux;DEG;Droit, économie et gestion;disc03;Economie;30 mois après le diplôme;97;88;99;25500;22.00;63;46;60;Bordeaux_30;disc03_30
2014;LICENCE PRO;0333298F;Bordeaux;A04;Bordeaux;DEG;Droit, économie et gestion;disc03;Economie;18 mois après le diplôme;97;69;99;23600;22.00;62;46;60;Bordeaux_18;disc03_18
2010;MASTER LMD;0331766R;Bordeaux - Montaigne;A04;Bordeaux;SHS;Sciences humaines et sociales;disc10;Information communication;30 mois après le diplôme;92;54;92;27500;32.00;62;46;nd;Bordeaux - Montaigne_30;disc10_30
2014;MASTER LMD;0561718N;Bretagne-Sud;A14;Rennes;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;97;83;96;28600;36.00;62;46;62;Bretagne-Sud_30;disc01_30
2014;MASTER LMD;0561718N;Bretagne-Sud;A14;Rennes;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;91;62;100;25700;36.00;62;46;62;Bretagne-Sud_18;disc01_18
2014;LICENCE PRO;0561718N;Bretagne-Sud;A14;Rennes;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;18 mois après le diplôme;85;61;98;24200;27.00;62;46;24;Bretagne-Sud_18;disc15_18
2014;LICENCE PRO;0561718N;Bretagne-Sud;A14;Rennes;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;30 mois après le diplôme;97;70;100;26500;27.00;62;46;24;Bretagne-Sud_30;disc15_30
2011;MASTER ENS;0730858L;Chambéry - Savoie;A08;Grenoble;MEEF;Masters enseignement;disc18;Masters enseignement;30 mois après le diplôme;96;88;94;26400;39.00;62;46;86;Chambéry - Savoie_30;disc18_30
2011;MASTER ENS;0211237F;Dijon - Bourgogne;A07;Dijon;MEEF;Masters enseignement;disc19;Masters enseignement : premier degré;30 mois après le diplôme;100;85;85;25700;29.00;62;46;92;Dijon - Bourgogne_30;disc19_30
2011;MASTER LMD;0381839T;Grenoble 2 - Pierre Mendès France;A08;Grenoble;DEG;Droit, économie et gestion;disc03;Economie;30 mois après le diplôme;85;73;100;29600;30.00;62;46;51;Grenoble 2 - Pierre Mendès France_30;disc03_30
2012;MASTER LMD;0691775E;Lyon 2 - Lumière;A10;Lyon;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;30 mois après le diplôme;80;63;91;25400;29.00;62;46;73;Lyon 2 - Lumière_30;disc06_30
2012;MASTER LMD;0691775E;Lyon 2 - Lumière;A10;Lyon;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;18 mois après le diplôme;81;56;83;24200;29.00;62;46;73;Lyon 2 - Lumière_18;disc06_18
2013;LICENCE PRO;0342321N;Montpellier;A11;Montpellier;DEG;Droit, économie et gestion;disc04;Gestion;30 mois après le diplôme;96;88;99;25100;17.00;62;46;62;Montpellier_30;disc04_30
2013;LICENCE PRO;0342321N;Montpellier;A11;Montpellier;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;93;81;97;24900;17.00;62;46;62;Montpellier_18;disc01_18
2013;LICENCE PRO;0342321N;Montpellier;A11;Montpellier;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;96;88;99;25100;17.00;62;46;62;Montpellier_30;disc01_30
2013;LICENCE PRO;0342321N;Montpellier;A11;Montpellier;DEG;Droit, économie et gestion;disc04;Gestion;18 mois après le diplôme;93;81;97;24900;17.00;62;46;62;Montpellier_18;disc04_18
2010;MASTER LMD;0681166Y;Mulhouse - Haute Alsace;A15;Strasbourg;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;30 mois après le diplôme;92;77;98;32200;30.00;62;46;nd;Mulhouse - Haute Alsace_30;disc12_30
2010;MASTER LMD;0440984F;Nantes;A17;Nantes;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;30 mois après le diplôme;86;69;100;30900;31.00;62;46;nd;Nantes_30;disc15_30
2012;MASTER LMD;0751718K;Paris 2 - Panthéon Assas;A01;Paris;DEG;Droit, économie et gestion;disc02;Droit;30 mois après le diplôme;99;86;100;39000;9.00;62;46;62;Paris 2 - Panthéon Assas_30;disc02_30
2012;MASTER LMD;0751718K;Paris 2 - Panthéon Assas;A01;Paris;DEG;Droit, économie et gestion;disc02;Droit;18 mois après le diplôme;88;81;100;32400;9.00;62;46;62;Paris 2 - Panthéon Assas_18;disc02_18
2014;MASTER LMD;0921204J;Paris Ouest Nanterre La Défense;A25;Versailles;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;18 mois après le diplôme;93;58;98;31100;23.00;62;46;46;Paris Ouest Nanterre La Défense_18;disc05_18
2014;MASTER LMD;0921204J;Paris Ouest Nanterre La Défense;A25;Versailles;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;30 mois après le diplôme;94;78;95;34300;23.00;62;46;46;Paris Ouest Nanterre La Défense_30;disc05_30
2010;MASTER LMD;0751722P;Paris Pierre et Marie Curie;A01;Paris;STS;Sciences, technologies et santé;disc16;Informatique;30 mois après le diplôme;97;90;100;38200;22.00;62;46;nd;Paris Pierre et Marie Curie_30;disc16_30
2010;MASTER LMD;0660437S;Perpignan;A11;Montpellier;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;95;76;100;28900;36.00;62;46;nd;Perpignan_30;disc01_30
2013;MASTER LMD;0350936C;Rennes 1;A14;Rennes;STS;Sciences, technologies et santé;disc16;Informatique;18 mois après le diplôme;97;92;100;29900;26.00;62;46;16;Rennes 1_18;disc16_18
