Annee;Diplôme;Numéro de l'établissement;Etablissement;Code de l'académie;Académie;Code du domaine;Domaine;Code de la discipline;Discipline;situation;Taux d'insertion;% emplois stables;% emplois à  temps plein;Salaire brut annuel estimé;% de diplômés boursiers;% emplois cadre;% emplois extérieurs à  la région de l'université;% femmes;cle_ETAB;cle_DISC
2012;MASTER LMD;0290346U;Brest - Bretagne occidentale;A14;Rennes;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;95;61;95;25000;37.00;34;28;66;Brest - Bretagne occidentale_30;disc01_30
2012;MASTER LMD;0290346U;Brest - Bretagne occidentale;A14;Rennes;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;89;51;91;23400;37.00;34;28;66;Brest - Bretagne occidentale_18;disc01_18
2011;MASTER LMD;0211237F;Dijon - Bourgogne;A07;Dijon;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;87;52;80;25000;29.00;34;28;77;Dijon - Bourgogne_30;disc07_30
2012;MASTER ENS;0060931E;Nice - Sophia-Antipolis;A23;Nice;MEEF;Masters enseignement;disc18;Masters enseignement;30 mois après le diplôme;95;83;86;26500;37.00;34;28;85;Nice - Sophia-Antipolis_30;disc18_30
2012;MASTER ENS;0060931E;Nice - Sophia-Antipolis;A23;Nice;MEEF;Masters enseignement;disc18;Masters enseignement;18 mois après le diplôme;96;80;83;26300;37.00;34;28;85;Nice - Sophia-Antipolis_18;disc18_18
2014;MASTER LMD;0931238R;Paris 13 - Paris Nord;A24;Créteil;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;93;76;93;35500;30.00;34;28;65;Paris 13 - Paris Nord_30;disc01_30
2014;MASTER LMD;0931238R;Paris 13 - Paris Nord;A24;Créteil;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;88;66;96;33800;30.00;34;28;65;Paris 13 - Paris Nord_18;disc01_18
2011;MASTER LMD;0751720M;Paris 4 - Sorbonne;A01;Paris;SHS;Sciences humaines et sociales;disc10;Information communication;30 mois après le diplôme;97;78;94;34300;17.00;34;28;69;Paris 4 - Sorbonne_30;disc10_30
2011;MASTER LMD;0931827F;Paris 8 - Vincennes Saint-Denis;A24;Créteil;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;91;70;82;28100;30.00;34;28;71;Paris 8 - Vincennes Saint-Denis_30;disc07_30
2010;MASTER LMD;0511296G;Reims - Champagne Ardenne;A19;Reims;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;91;67;95;28100;43.00;34;28;nd;Reims - Champagne Ardenne_30;disc01_30
2014;MASTER LMD;0350937D;Rennes 2 - Haute Bretagne;A14;Rennes;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;30 mois après le diplôme;86;55;80;23900;54.00;34;28;83;Rennes 2 - Haute Bretagne_30;disc06_30
2014;MASTER LMD;0350937D;Rennes 2 - Haute Bretagne;A14;Rennes;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;18 mois après le diplôme;82;48;77;23400;54.00;34;28;83;Rennes 2 - Haute Bretagne_18;disc06_18
2014;MASTER LMD;0761904G;Rouen;A21;Rouen;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;92;86;98;31200;30.00;34;28;64;Rouen_30;disc01_30
2014;MASTER LMD;0761904G;Rouen;A21;Rouen;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;88;64;95;28700;30.00;34;28;64;Rouen_18;disc01_18
2014;MASTER LMD;0593279U;Valenciennes - Hainaut-Cambrésis;A09;Lille;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;18 mois après le diplôme;90;72;100;28400;24.00;34;28;38;Valenciennes - Hainaut-Cambrésis_18;disc17_18
2014;MASTER LMD;0593279U;Valenciennes - Hainaut-Cambrésis;A09;Lille;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;30 mois après le diplôme;94;86;97;31200;24.00;34;28;38;Valenciennes - Hainaut-Cambrésis_30;disc17_30
2010;MASTER LMD;0141408E;Caen - Basse-Normandie;A05;Caen;DEG;Droit, économie et gestion;disc04;Gestion;30 mois après le diplôme;91;79;98;31200;26.00;34;28;nd;Caen - Basse-Normandie_30;disc04_30
2010;MASTER LMD;0542493S;Lorraine;A12;Nancy-Metz;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;30 mois après le diplôme;86;62;99;25100;33.00;34;28;nd;Lorraine_30;disc13_30
2011;MASTER LMD;0542493S;Lorraine;A12;Nancy-Metz;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;30 mois après le diplôme;85;71;98;27000;33.00;34;28;56;Lorraine_30;disc13_30
2011;MASTER LMD;0691775E;Lyon 2 - Lumière;A10;Lyon;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;30 mois après le diplôme;83;54;88;24600;28.00;34;28;78;Lyon 2 - Lumière_30;disc11_30
2011;MASTER LMD;0692437Z;Lyon 3 - Jean Moulin;A10;Lyon;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;89;62;95;26500;23.00;34;28;62;Lyon 3 - Jean Moulin_30;disc07_30
2013;MASTER LMD;0440984F;Nantes;A17;Nantes;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;81;44;81;22900;28.00;34;28;73;Nantes_30;disc07_30
2013;MASTER LMD;0440984F;Nantes;A17;Nantes;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;18 mois après le diplôme;77;38;76;21800;28.00;34;28;73;Nantes_18;disc07_18
2013;MASTER LMD;0751720M;Paris 4 - Sorbonne;A01;Paris;SHS;Sciences humaines et sociales;disc10;Information communication;18 mois après le diplôme;92;72;96;31200;17.00;34;28;76;Paris 4 - Sorbonne_18;disc10_18
2013;MASTER LMD;0751720M;Paris 4 - Sorbonne;A01;Paris;SHS;Sciences humaines et sociales;disc10;Information communication;30 mois après le diplôme;93;80;97;33200;17.00;34;28;76;Paris 4 - Sorbonne_30;disc10_30
2011;MASTER LMD;0640251A;Pau - Pays de l'Adour;A04;Bordeaux;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;30 mois après le diplôme;81;73;99;26500;39.00;34;28;35;Pau - Pays de l'Adour_30;disc12_30
2012;MASTER LMD;0511296G;Reims - Champagne Ardenne;A19;Reims;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;90;58;94;26200;42.00;34;28;54;Reims - Champagne Ardenne_18;disc01_18
2012;MASTER LMD;0511296G;Reims - Champagne Ardenne;A19;Reims;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;89;71;94;27600;42.00;34;28;54;Reims - Champagne Ardenne_30;disc01_30
2014;MASTER ENS;0673021V;Strasbourg;A15;Strasbourg;;;;;18 mois après le diplôme;98;81;96;26500;40.00;34;28;78;Strasbourg_18;_18
2014;MASTER ENS;0673021V;Strasbourg;A15;Strasbourg;;;;;30 mois après le diplôme;99;87;91;28100;40.00;34;28;78;Strasbourg_30;_30
2012;MASTER LMD;0134009M;Aix-Marseille;A02;Aix-Marseille;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;18 mois après le diplôme;71;45;91;27400;29.00;34;28;55;Aix-Marseille_18;disc13_18
2012;MASTER LMD;0134009M;Aix-Marseille;A02;Aix-Marseille;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;30 mois après le diplôme;80;59;93;27000;29.00;34;28;55;Aix-Marseille_30;disc13_30
2010;MASTER LMD;0331764N;Bordeaux 1 - Sciences technologies;A04;Bordeaux;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;30 mois après le diplôme;94;97;100;31700;31.00;34;28;nd;Bordeaux 1 - Sciences technologies_30;disc15_30
2014;LICENCE PRO;0290346U;Brest - Bretagne occidentale;A14;Rennes;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;18 mois après le diplôme;85;63;95;24400;16.00;34;28;16;Brest - Bretagne occidentale_18;disc12_18
2014;LICENCE PRO;0290346U;Brest - Bretagne occidentale;A14;Rennes;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;30 mois après le diplôme;90;75;98;25400;16.00;34;28;16;Brest - Bretagne occidentale_30;disc12_30
2011;MASTER ENS;0450855K;Orléans;A18;Orléans-Tours;MEEF;Masters enseignement;disc18;Masters enseignement;30 mois après le diplôme;95;75;88;26300;28.00;33;28;86;Orléans_30;disc18_30
2011;MASTER LMD;0751723R;Paris 7 - Denis Diderot;A01;Paris;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;30 mois après le diplôme;93;76;99;35000;18.00;33;28;41;Paris 7 - Denis Diderot_30;disc12_30
2013;MASTER LMD;0772502B;Paris-Est Marne-la-Vallée;A24;Créteil;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;92;70;97;31200;13.00;33;28;56;Paris-Est Marne-la-Vallée_30;disc07_30
2013;MASTER LMD;0772502B;Paris-Est Marne-la-Vallée;A24;Créteil;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;18 mois après le diplôme;74;65;91;29300;13.00;33;28;56;Paris-Est Marne-la-Vallée_18;disc07_18
2012;MASTER ENS;0511296G;Reims - Champagne Ardenne;A19;Reims;MEEF;Masters enseignement;disc18;Masters enseignement;18 mois après le diplôme;96;69;81;25400;48.00;33;28;92;Reims - Champagne Ardenne_18;disc18_18
2012;MASTER ENS;0511296G;Reims - Champagne Ardenne;A19;Reims;MEEF;Masters enseignement;disc18;Masters enseignement;30 mois après le diplôme;98;82;85;26100;48.00;33;28;92;Reims - Champagne Ardenne_30;disc18_30
2011;MASTER LMD;0511296G;Reims - Champagne Ardenne;A19;Reims;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;30 mois après le diplôme;90;87;96;28900;34.00;33;28;45;Reims - Champagne Ardenne_30;disc12_30
2010;MASTER LMD;0761904G;Rouen;A21;Rouen;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;30 mois après le diplôme;87;76;99;30900;30.00;33;28;nd;Rouen_30;disc12_30
2014;MASTER LMD;0593279U;Valenciennes - Hainaut-Cambrésis;A09;Lille;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;95;89;98;30400;24.00;33;28;54;Valenciennes - Hainaut-Cambrésis_30;disc01_30
2014;MASTER LMD;0593279U;Valenciennes - Hainaut-Cambrésis;A09;Lille;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;93;71;99;28100;24.00;33;28;54;Valenciennes - Hainaut-Cambrésis_18;disc01_18
2014;MASTER ENS;0134009M;Aix-Marseille;A02;Aix-Marseille;;;;;18 mois après le diplôme;98;84;88;26400;37.00;33;28;80;Aix-Marseille_18;_18
2014;MASTER ENS;0134009M;Aix-Marseille;A02;Aix-Marseille;;;;;30 mois après le diplôme;99;90;94;27500;37.00;33;28;80;Aix-Marseille_30;_30
2014;LICENCE PRO;0141408E;Caen - Basse-Normandie;A05;Caen;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;95;79;95;23400;27.00;33;28;68;Caen - Basse-Normandie_30;disc01_30
2014;LICENCE PRO;0141408E;Caen - Basse-Normandie;A05;Caen;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;92;59;94;22600;27.00;33;28;68;Caen - Basse-Normandie_18;disc01_18
2010;MASTER LMD;0751717J;Paris 1 - Panthéon Sorbonne;A01;Paris;DEG;Droit, économie et gestion;disc03;Economie;30 mois après le diplôme;95;67;96;33300;20.00;33;28;nd;Paris 1 - Panthéon Sorbonne_30;disc03_30
2013;MASTER LMD;0421095M;Saint-Etienne - Jean Monnet;A10;Lyon;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;89;66;99;26500;34.00;33;28;56;Saint-Etienne - Jean Monnet_18;disc01_18
2013;MASTER LMD;0421095M;Saint-Etienne - Jean Monnet;A10;Lyon;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;95;81;100;30400;34.00;33;28;56;Saint-Etienne - Jean Monnet_30;disc01_30
2011;MASTER LMD;0801344B;Amiens - Picardie Jules-Verne;A20;Amiens;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;96;74;88;26500;32.00;33;28;58;Amiens - Picardie Jules-Verne_30;disc07_30
2014;LICENCE PRO;0623957P;Artois;A09;Lille;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;91;74;94;21800;25.00;33;28;51;Artois_18;disc01_18
2014;LICENCE PRO;0623957P;Artois;A09;Lille;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;93;74;93;23400;25.00;33;28;51;Artois_30;disc01_30
2013;LICENCE PRO;0595964M;Littoral - Côte d'Opale;A09;Lille;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;92;52;86;23400;28.00;33;28;72;Littoral - Côte d'Opale_18;disc01_18
2013;LICENCE PRO;0595964M;Littoral - Côte d'Opale;A09;Lille;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;88;70;92;23400;28.00;33;28;72;Littoral - Côte d'Opale_30;disc01_30
2013;LICENCE PRO;0681166Y;Mulhouse - Haute Alsace;A15;Strasbourg;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;30 mois après le diplôme;86;77;100;27600;15.00;33;28;27;Mulhouse - Haute Alsace_30;disc12_30
2013;LICENCE PRO;0681166Y;Mulhouse - Haute Alsace;A15;Strasbourg;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;18 mois après le diplôme;91;59;98;25400;15.00;33;28;27;Mulhouse - Haute Alsace_18;disc12_18
2014;MASTER LMD;0931238R;Paris 13 - Paris Nord;A24;Créteil;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;18 mois après le diplôme;92;48;81;26300;30.00;33;27;80;Paris 13 - Paris Nord_18;disc07_18
2014;MASTER LMD;0931238R;Paris 13 - Paris Nord;A24;Créteil;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;89;72;86;28100;30.00;33;27;80;Paris 13 - Paris Nord_30;disc07_30
2013;LICENCE PRO;0772502B;Paris-Est Marne-la-Vallée;A24;Créteil;DEG;Droit, économie et gestion;disc03;Economie;18 mois après le diplôme;91;83;95;23400;6.00;33;27;71;Paris-Est Marne-la-Vallée_18;disc03_18
2013;LICENCE PRO;0772502B;Paris-Est Marne-la-Vallée;A24;Créteil;DEG;Droit, économie et gestion;disc03;Economie;30 mois après le diplôme;93;89;95;26500;6.00;33;27;71;Paris-Est Marne-la-Vallée_30;disc03_30
2012;MASTER LMD;0772502B;Paris-Est Marne-la-Vallée;A24;Créteil;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;90;62;99;31200;12.00;33;27;57;Paris-Est Marne-la-Vallée_30;disc07_30
2012;MASTER LMD;0772502B;Paris-Est Marne-la-Vallée;A24;Créteil;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;18 mois après le diplôme;77;60;95;28900;12.00;32;27;57;Paris-Est Marne-la-Vallée_18;disc07_18
2013;MASTER LMD;0333298F;Bordeaux;A04;Bordeaux;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;30 mois après le diplôme;94;87;98;32800;28.00;32;27;14;Bordeaux_30;disc15_30
2013;MASTER LMD;0333298F;Bordeaux;A04;Bordeaux;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;18 mois après le diplôme;90;76;nd;nd;28.00;32;27;14;Bordeaux_18;disc15_18
2010;MASTER LMD;0290346U;Brest - Bretagne occidentale;A14;Rennes;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;93;69;96;27000;33.00;32;27;nd;Brest - Bretagne occidentale_30;disc01_30
2013;LICENCE PRO;0593559Y;Lille 1 - Sciences technologies;A09;Lille;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;91;69;98;22800;26.00;32;27;63;Lille 1 - Sciences technologies_18;disc01_18
2013;LICENCE PRO;0593559Y;Lille 1 - Sciences technologies;A09;Lille;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;94;77;93;24600;26.00;32;27;63;Lille 1 - Sciences technologies_30;disc01_30
2014;MASTER LMD;0542493S;Lorraine;A12;Nancy-Metz;DEG;Droit, économie et gestion;disc02;Droit;18 mois après le diplôme;84;52;95;25200;35.00;32;27;70;Lorraine_18;disc02_18
2014;MASTER LMD;0542493S;Lorraine;A12;Nancy-Metz;DEG;Droit, économie et gestion;disc02;Droit;30 mois après le diplôme;91;69;98;29700;35.00;32;27;70;Lorraine_30;disc02_30
2010;MASTER LMD;0341087X;Montpellier 1;A11;Montpellier;DEG;Droit, économie et gestion;disc04;Gestion;30 mois après le diplôme;92;85;98;30700;29.00;32;27;nd;Montpellier 1_30;disc04_30
2012;MASTER LMD;0911101C;Paris 11 - Paris Sud;A25;Versailles;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;87;69;92;31200;24.00;32;27;67;Paris 11 - Paris Sud_18;disc01_18
2012;MASTER LMD;0911101C;Paris 11 - Paris Sud;A25;Versailles;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;90;83;97;35100;24.00;32;27;67;Paris 11 - Paris Sud_30;disc01_30
2012;MASTER LMD;0911975C;Evry Val-d'Essonne;A25;Versailles;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;77;55;96;30400;17.00;32;27;62;Evry Val-d'Essonne_18;disc01_18
2012;MASTER LMD;0911975C;Evry Val-d'Essonne;A25;Versailles;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;86;57;97;32900;17.00;32;27;62;Evry Val-d'Essonne_30;disc01_30
2013;MASTER LMD;0171463Y;La Rochelle;A13;Poitiers;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;30 mois après le diplôme;95;76;97;29600;50.00;32;27;24;La Rochelle_30;disc12_30
2013;MASTER LMD;0171463Y;La Rochelle;A13;Poitiers;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;18 mois après le diplôme;92;74;99;29000;50.00;32;27;24;La Rochelle_18;disc12_18
2013;MASTER LMD;0141408E;Caen - Basse-Normandie;A05;Caen;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;18 mois après le diplôme;87;70;94;29000;36.00;32;27;30;Caen - Basse-Normandie_18;disc12_18
2013;MASTER LMD;0141408E;Caen - Basse-Normandie;A05;Caen;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;30 mois après le diplôme;91;76;97;30400;36.00;32;27;30;Caen - Basse-Normandie_30;disc12_30
2014;LICENCE PRO;0730858L;Chambéry - Savoie;A08;Grenoble;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;18 mois après le diplôme;96;70;98;25700;10.00;32;27;18;Chambéry - Savoie_18;disc15_18
2014;LICENCE PRO;0730858L;Chambéry - Savoie;A08;Grenoble;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;30 mois après le diplôme;96;80;99;28100;10.00;32;27;18;Chambéry - Savoie_30;disc15_30
2010;MASTER LMD;0211237F;Dijon - Bourgogne;A07;Dijon;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;90;58;80;24300;33.00;32;27;nd;Dijon - Bourgogne_30;disc07_30
2010;MASTER LMD;0593560Z;Lille 2 - Droit et santé;A09;Lille;DEG;Droit, économie et gestion;disc04;Gestion;30 mois après le diplôme;96;97;100;33800;26.00;32;27;nd;Lille 2 - Droit et santé_30;disc04_30
2013;MASTER LMD;0542493S;Lorraine;A12;Nancy-Metz;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;30 mois après le diplôme;81;67;94;27700;32.00;32;27;57;Lorraine_30;disc13_30
